Date,Leírás,Terhelés,Jóváírás,Al-kategória,Kategória,Kategória Típus,Hónap Száma,Hét napja,Összeg
6/29/21,Fashionistas,150.1,,Ruházat,Egyéb / Diszkrét,Kiadás,6,Tue,-150.1
6/29/21,Uba,28.2,,Taxi,Közlekedés,Kiadás,6,Tue,-28.2
6/29/21,Foodary,15.0,,Gyorsétel / Étterem,Élelmiszer,Kiadás,6,Tue,-15.0
6/30/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,6,Wed,-5.0
7/1/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Thu,-5.0
7/2/21,Data With Decision,,5000.0,Fizetés,Jövedelem,Bevétel,7,Fri,5000.0
7/3/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sat,-5.0
7/5/21,Estate Mangement,900.0,,Lakásfenntartás,Háztartás,Kiadás,7,Mon,-900.0
7/5/21,Financail upgrade,150.0,,Egyéb Közlekedés,Közlekedés,Kiadás,7,Mon,-150.0
7/5/21,Feedings,15.0,,Gyorsétel / Étterem,Élelmiszer,Kiadás,7,Mon,-15.0
7/5/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Mon,-5.0
7/6/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Tue,-5.0
7/7/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Wed,-5.0
7/7/21,Green's,180.0,,Konyhai alap,Háztartás,Kiadás,7,Wed,-180.0
7/10/21,Power source,56.1,,Rezsi,Háztartás,Kiadás,7,Sat,-56.1
7/10/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sat,-5.0
7/11/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sun,-5.0
7/12/21,Fuel,83.1,,Üzemanyag,Közlekedés,Kiadás,7,Mon,-83.1
7/12/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Mon,-5.0
7/13/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Tue,-5.0
7/14/21,Green's,141.1,,Konyhai alap,Háztartás,Kiadás,7,Wed,-141.1
7/14/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Wed,-5.0
7/15/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Thu,-5.0
7/15/21,Cinemas,45.8,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,7,Thu,-45.8
7/15/21,Fashionistas,103.8,,Ruházat,Egyéb / Diszkrét,Kiadás,7,Thu,-103.8
7/15/21,Burger,58.0,,Gyorsétel / Étterem,Élelmiszer,Kiadás,7,Thu,-58.0
7/16/21,Uba,34.2,,Taxi,Közlekedés,Kiadás,7,Fri,-34.2
7/17/21,Onlne earning,,200.0,Egyéb Bevétel,Jövedelem,Bevétel,7,Sat,200.0
7/17/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sat,-5.0
7/18/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sun,-5.0
7/18/21,Phone,40.0,,Szolgáltatások / Rezsi,Háztartás,Kiadás,7,Sun,-40.0
7/19/21,Sallah give away,51.1,,Ajándékok,Egyéb / Diszkrét,Kiadás,7,Mon,-51.1
7/19/21,Online streaming,35.0,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,7,Mon,-35.0
7/19/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Mon,-5.0
7/20/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Tue,-5.0
7/21/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Wed,-5.0
7/21/21,Green's,176.0,,Konyhai alap,Háztartás,Kiadás,7,Wed,-176.0
7/22/21,Suya,43.1,,Gyorsétel / Étterem,Élelmiszer,Kiadás,7,Thu,-43.1
7/23/21,Oha soup/White soup,18.2,,Gyorsétel / Étterem,Élelmiszer,Kiadás,7,Fri,-18.2
7/24/21,Orphanage,55.0,,Adomány,Egyéb / Diszkrét,Kiadás,7,Sat,-55.0
7/24/21,Fuel,68.8,,Üzemanyag,Közlekedés,Kiadás,7,Sat,-68.8
7/24/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sat,-5.0
7/25/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sun,-5.0
7/26/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Mon,-5.0
7/27/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Tue,-5.0
7/28/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Wed,-5.0
7/28/21,Green's,193.0,,Konyhai alap,Háztartás,Kiadás,7,Wed,-193.0
7/29/21,Trainers,130.8,,Ruházat,Egyéb / Diszkrét,Kiadás,7,Thu,-130.8
7/29/21,Home décor,181.4,,Bútor / Lakásfenntartás,Egyéb / Diszkrét,Kiadás,7,Thu,-181.4
7/30/21,Fashionistas,151.2,,Ruházat,Egyéb / Diszkrét,Kiadás,7,Fri,-151.2
7/30/21,Uba,29.3,,Taxi,Közlekedés,Kiadás,7,Fri,-29.3
7/30/21,Foodary,15.0,,Gyorsétel / Étterem,Élelmiszer,Kiadás,7,Fri,-15.0
7/31/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,7,Sat,-5.0
8/2/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Mon,-5.0
8/2/21,Data With Decision,,5000.0,Fizetés,Jövedelem,Bevétel,8,Mon,5000.0
8/3/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Tue,-5.0
8/5/21,Estate Mangement,900.0,,Lakásfenntartás,Háztartás,Kiadás,8,Thu,-900.0
8/5/21,Financail upgrade,150.0,,Egyéb Közlekedés,Közlekedés,Kiadás,8,Thu,-150.0
8/5/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Thu,-5.0
8/5/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Thu,-5.0
8/6/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Fri,-5.0
8/7/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Sat,-5.0
8/7/21,Green's,137.0,,Konyhai alap,Háztartás,Kiadás,8,Sat,-137.0
8/10/21,Power source,57.0,,Rezsi,Háztartás,Kiadás,8,Tue,-57.0
8/10/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Tue,-5.0
8/11/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Wed,-5.0
8/12/21,Fuel,84.2,,Üzemanyag,Közlekedés,Kiadás,8,Thu,-84.2
8/12/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Thu,-5.0
8/13/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Fri,-5.0
8/14/21,Green's,142.1,,Konyhai alap,Háztartás,Kiadás,8,Sat,-142.1
8/14/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Sat,-5.0
8/15/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Sun,-5.0
8/15/21,Cinemas,46.8,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,8,Sun,-46.8
8/15/21,Fashionistas,104.7,,Ruházat,Egyéb / Diszkrét,Kiadás,8,Sun,-104.7
8/15/21,Burger,59.1,,Gyorsétel / Étterem,Élelmiszer,Kiadás,8,Sun,-59.1
8/16/21,Uba,35.1,,Taxi,Közlekedés,Kiadás,8,Mon,-35.1
8/17/21,Onlne earning,,800.0,Egyéb Bevétel,Jövedelem,Bevétel,8,Tue,800.0
8/17/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Tue,-5.0
8/18/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Wed,-5.0
8/18/21,Phone,40.0,,Szolgáltatások / Rezsi,Háztartás,Kiadás,8,Wed,-40.0
8/19/21,Sallah give away,52.1,,Ajándékok,Egyéb / Diszkrét,Kiadás,8,Thu,-52.1
8/19/21,Online streaming,35.0,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,8,Thu,-35.0
8/19/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Thu,-5.0
8/20/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Fri,-5.0
8/21/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Sat,-5.0
8/21/21,Green's,177.0,,Konyhai alap,Háztartás,Kiadás,8,Sat,-177.0
8/22/21,Suya,44.2,,Gyorsétel / Étterem,Élelmiszer,Kiadás,8,Sun,-44.2
8/23/21,Oha soup/White soup,19.2,,Gyorsétel / Étterem,Élelmiszer,Kiadás,8,Mon,-19.2
8/24/21,Orphanage,55.0,,Adomány,Egyéb / Diszkrét,Kiadás,8,Tue,-55.0
8/24/21,Fuel,69.7,,Üzemanyag,Közlekedés,Kiadás,8,Tue,-69.7
8/24/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Tue,-5.0
8/25/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Wed,-5.0
8/26/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Thu,-5.0
8/27/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Fri,-5.0
8/28/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Sat,-5.0
8/28/21,Green's,117.0,,Konyhai alap,Háztartás,Kiadás,8,Sat,-117.0
8/29/21,Trainers,131.9,,Ruházat,Egyéb / Diszkrét,Kiadás,8,Sun,-131.9
8/29/21,Hangingout/Ticket,182.4,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,8,Sun,-182.4
8/30/21,Fashionistas,152.3,,Ruházat,Egyéb / Diszkrét,Kiadás,8,Mon,-152.3
8/30/21,Uba,30.3,,Taxi,Közlekedés,Kiadás,8,Mon,-30.3
8/30/21,Foodary,15.0,,Gyorsétel / Étterem,Élelmiszer,Kiadás,8,Mon,-15.0
8/31/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,8,Tue,-5.0
9/2/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Thu,-5.0
9/2/21,Data With Decision,,5000.0,Fizetés,Jövedelem,Bevétel,9,Thu,5000.0
9/3/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Fri,-5.0
9/5/21,Estate Mangement,900.0,,Lakásfenntartás,Háztartás,Kiadás,9,Sun,-900.0
9/5/21,Financail upgrade,150.0,,Egyéb Közlekedés,Közlekedés,Kiadás,9,Sun,-150.0
9/5/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sun,-5.0
9/5/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sun,-5.0
9/6/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Mon,-5.0
9/7/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Tue,-5.0
9/7/21,Green's,163.4,,Konyhai alap,Háztartás,Kiadás,9,Tue,-163.4
9/10/21,Power source,58.1,,Rezsi,Háztartás,Kiadás,9,Fri,-58.1
9/10/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Fri,-5.0
9/11/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sat,-5.0
9/12/21,Fuel,85.3,,Üzemanyag,Közlekedés,Kiadás,9,Sun,-85.3
9/12/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sun,-5.0
9/13/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Mon,-5.0
9/14/21,Green's,143.0,,Konyhai alap,Háztartás,Kiadás,9,Tue,-143.0
9/14/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Tue,-5.0
9/15/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Wed,-5.0
9/15/21,Cinemas,47.8,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,9,Wed,-47.8
9/15/21,Fashionistas,105.8,,Ruházat,Egyéb / Diszkrét,Kiadás,9,Wed,-105.8
9/15/21,Burger,60.1,,Gyorsétel / Étterem,Élelmiszer,Kiadás,9,Wed,-60.1
9/16/21,Uba,36.2,,Taxi,Közlekedés,Kiadás,9,Thu,-36.2
9/17/21,Onlne earning,,100.0,Egyéb Bevétel,Jövedelem,Bevétel,9,Fri,100.0
9/17/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Fri,-5.0
9/18/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sat,-5.0
9/18/21,Phone,40.0,,Szolgáltatások / Rezsi,Háztartás,Kiadás,9,Sat,-40.0
9/19/21,Sallah give away,53.0,,Ajándékok,Egyéb / Diszkrét,Kiadás,9,Sun,-53.0
9/19/21,Online streaming,35.0,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,9,Sun,-35.0
9/19/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sun,-5.0
9/20/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Mon,-5.0
9/21/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Tue,-5.0
9/21/21,Green's,177.9,,Konyhai alap,Háztartás,Kiadás,9,Tue,-177.9
9/22/21,Suya,45.3,,Gyorsétel / Étterem,Élelmiszer,Kiadás,9,Wed,-45.3
9/23/21,Oha soup/White soup,20.1,,Gyorsétel / Étterem,Élelmiszer,Kiadás,9,Thu,-20.1
9/24/21,Orphanage,55.0,,Adomány,Egyéb / Diszkrét,Kiadás,9,Fri,-55.0
9/24/21,Fuel,70.6,,Üzemanyag,Közlekedés,Kiadás,9,Fri,-70.6
9/24/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Fri,-5.0
9/25/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sat,-5.0
9/26/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Sun,-5.0
9/27/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Mon,-5.0
9/28/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,9,Tue,-5.0
9/28/21,Green's,223.0,,Konyhai alap,Háztartás,Kiadás,9,Tue,-223.0
9/29/21,Trainers,132.9,,Ruházat,Egyéb / Diszkrét,Kiadás,9,Wed,-132.9
9/29/21,Global Fashion,175.0,,Ruházat,Egyéb / Diszkrét,Kiadás,9,Wed,-175.0
9/30/21,Fashionistas,153.4,,Ruházat,Egyéb / Diszkrét,Kiadás,9,Thu,-153.4
9/30/21,Uba,31.2,,Taxi,Közlekedés,Kiadás,9,Thu,-31.2
9/30/21,Foodary,15.0,,Gyorsétel / Étterem,Élelmiszer,Kiadás,9,Thu,-15.0
10/1/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Fri,-5.0
10/3/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Sun,-5.0
10/3/21,Data With Decision,,5000.0,Fizetés,Jövedelem,Bevétel,10,Sun,5000.0
10/4/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Mon,-5.0
10/6/21,Estate Mangement,900.0,,Lakásfenntartás,Háztartás,Kiadás,10,Wed,-900.0
10/6/21,Financail upgrade,150.0,,Egyéb Közlekedés,Közlekedés,Kiadás,10,Wed,-150.0
10/6/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Wed,-5.0
10/6/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Wed,-5.0
10/7/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Thu,-5.0
10/8/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Fri,-5.0
10/8/21,Green's,105.0,,Konyhai alap,Háztartás,Kiadás,10,Fri,-105.0
10/11/21,Power source,59.0,,Rezsi,Háztartás,Kiadás,10,Mon,-59.0
10/11/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Mon,-5.0
10/12/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Tue,-5.0
10/13/21,Fuel,86.4,,Üzemanyag,Közlekedés,Kiadás,10,Wed,-86.4
10/13/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Wed,-5.0
10/14/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Thu,-5.0
10/15/21,Green's,143.9,,Konyhai alap,Háztartás,Kiadás,10,Fri,-143.9
10/15/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Fri,-5.0
10/16/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Sat,-5.0
10/16/21,Cinemas,48.8,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,10,Sat,-48.8
10/16/21,Fashionistas,106.7,,Ruházat,Egyéb / Diszkrét,Kiadás,10,Sat,-106.7
10/16/21,Burger,61.1,,Gyorsétel / Étterem,Élelmiszer,Kiadás,10,Sat,-61.1
10/17/21,Uba,37.2,,Taxi,Közlekedés,Kiadás,10,Sun,-37.2
10/18/21,Onlne earning,,100.0,Egyéb Bevétel,Jövedelem,Bevétel,10,Mon,100.0
10/18/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Mon,-5.0
10/19/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Tue,-5.0
10/19/21,Taken medication,75.0,,Orvosi szolgáltatás,Egészség,Kiadás,10,Tue,-75.0
10/19/21,Phone,40.0,,Szolgáltatások / Rezsi,Háztartás,Kiadás,10,Tue,-40.0
10/20/21,Sallah give away,54.1,,Ajándékok,Egyéb / Diszkrét,Kiadás,10,Wed,-54.1
10/20/21,Online streaming,35.0,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,10,Wed,-35.0
10/20/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Wed,-5.0
10/21/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Thu,-5.0
10/22/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Fri,-5.0
10/22/21,Green's,178.9,,Konyhai alap,Háztartás,Kiadás,10,Fri,-178.9
10/23/21,Suya,46.2,,Gyorsétel / Étterem,Élelmiszer,Kiadás,10,Sat,-46.2
10/24/21,Oha soup/White soup,21.1,,Gyorsétel / Étterem,Élelmiszer,Kiadás,10,Sun,-21.1
10/25/21,Orphanage,55.0,,Adomány,Egyéb / Diszkrét,Kiadás,10,Mon,-55.0
10/25/21,Fuel,71.5,,Üzemanyag,Közlekedés,Kiadás,10,Mon,-71.5
10/25/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Mon,-5.0
10/26/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Tue,-5.0
10/27/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Wed,-5.0
10/28/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Thu,-5.0
10/29/21,Drink,5.0,,Kávé,Élelmiszer,Kiadás,10,Fri,-5.0
10/29/21,Green's,189.0,,Konyhai alap,Háztartás,Kiadás,10,Fri,-189.0
10/30/21,Trainers,133.8,,Ruházat,Egyéb / Diszkrét,Kiadás,10,Sat,-133.8
10/30/21,Hangingout/Ticket,184.4,,Mozi / Előadás,Egyéb / Diszkrét,Kiadás,10,Sat,-184.4
10/31/21,Fashionistas,154.5,,Ruházat,Egyéb / Diszkrét,Kiadás,10,Sun,-154.5
10/31/21,Uba,32.1,,Taxi,Közlekedés,Kiadás,10,Sun,-32.1
10/31/21,Foodary,15.0,,Gyorsétel / Étterem,Élelmiszer,Kiadás,10,Sun,-15.0
